"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"482","Alphacoronavirus","Transmissible gastroenteritis virus","JQ693049.1","swine","swine","swine",0.02438,0.0059,0.18327,0.00552,0.01985,0.71758,0.01722,0.02628
"483","Alphacoronavirus","Transmissible gastroenteritis virus","JN624756.1","pig","swine","swine",0.012,0.00265,0.18372,0.00275,0.01512,0.74988,0.01417,0.01972
"484","Alphacoronavirus","Transmissible gastroenteritis virus","AY335549.1","swine","swine","swine",0.00725,0.00265,0.19477,0.00187,0.03883,0.72955,0.0102,0.01488
"485","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011","MH938448.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.03973,0.0328,0.02258,0.04337,0.0156,0.05078,0.54701,0.24813
"486","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010","MH938450.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.03888,0.0172,0.03177,0.02713,0.01243,0.02082,0.45522,0.39655
"487","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015","NC_046964.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.07138,0.00552,0.05742,0.01147,0.02877,0.06814,0.46679,0.29051
"488","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015","MH938449.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.07138,0.00552,0.05742,0.01147,0.02877,0.06814,0.46679,0.29051
"489","Alphacoronavirus","Bat alphacoronavirus","MN065811.1","Myotis brandtii","yangochiroptera","yangochiroptera",0.10114,0.01077,0.07044,0.00475,0.20491,0.21834,0.26499,0.12466
"490","Alphacoronavirus","Bat alphacoronavirus","MG923574.2","Myotis daubentonii","yangochiroptera","yangochiroptera",0.08017,0.00591,0.09301,0.0048,0.10783,0.13556,0.2972,0.27553
"491","unclassified","Bat coroanvirus MsBtCoV/4001-1","KU343206.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.0251,0.01568,0.05684,0.02738,0.01733,0.03679,0.63456,0.18631
"492","unclassified","Bat coronavirus","KY770851.1","Myotis davidii","yangochiroptera","yangochiroptera",0.04745,0.01462,0.07769,0.00472,0.05191,0.04697,0.39477,0.36187
"493","unclassified","Bat coronavirus","KY770850.1","Myotis siligorensis","yangochiroptera","yangochiroptera",0.03708,0.01634,0.04382,0.00523,0.03831,0.03998,0.47063,0.34861
"494","unclassified","Bat coronavirus","LC469308.1","Vespertilio sinensis","yangochiroptera","yangochiroptera",0.11226,0.02907,0.03611,0.00751,0.08311,0.09114,0.41486,0.22594
"495","unclassified","Bat coronavirus","NC_034440.1","Pipistrellus cf. hesperidus; specimen voucher: OTBA03-20130220","yangochiroptera","yangochiroptera",0.14365,0.09758,0.02248,0.0169,0.085,0.04192,0.43209,0.16038
"496","unclassified","Bat coronavirus","KX574227.1","Pipistrellus cf. hesperidus; specimen voucher: OTBA03-20130220","yangochiroptera","yangochiroptera",0.14365,0.09758,0.02248,0.0169,0.085,0.04192,0.43209,0.16038
"497","unclassified","Bat coronavirus","KY783851.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.0218,0.01708,0.02936,0.01432,0.03762,0.0475,0.69171,0.14061
"498","unclassified","Bat coronavirus","KY783850.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.03448,0.0118,0.01737,0.00958,0.01532,0.02774,0.75991,0.12381
"499","unclassified","Bat coronavirus","KY783849.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.03851,0.06103,0.04035,0.03604,0.03226,0.0327,0.61888,0.14022
"500","unclassified","Bat coronavirus","KY783848.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.03413,0.02539,0.02528,0.03584,0.01705,0.03105,0.74298,0.08828
"501","unclassified","Bat coronavirus","KY783847.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.02017,0.01001,0.03887,0.02569,0.01972,0.03833,0.72057,0.12664
"502","unclassified","Bat coronavirus","KY783846.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.0219,0.01234,0.0313,0.01139,0.03521,0.03354,0.72399,0.13034
"503","unclassified","Bat coronavirus","KY783844.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.11303,0.09724,0.08699,0.1032,0.05033,0.09681,0.33639,0.11602
"504","unclassified","Bat coronavirus","KY783843.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.1307,0.11735,0.07937,0.08243,0.04676,0.08768,0.34562,0.11009
"505","unclassified","Bat coronavirus","KY783842.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.15072,0.11448,0.0792,0.08768,0.05139,0.08007,0.33278,0.10367
"506","unclassified","Bat coronavirus","KU182966.1","Murina leucogaster","yangochiroptera","yangochiroptera",0.15428,0.02291,0.03294,0.00873,0.16862,0.16264,0.28355,0.16633
"507","unclassified","Bat coronavirus","KU182965.1","Myotis daubentonii","yangochiroptera","yangochiroptera",0.13735,0.08117,0.08541,0.13913,0.09628,0.08379,0.2711,0.10578
"508","unclassified","Bat coronavirus","MG693172.1","Eidolon helvum","yinpterochiroptera","yinpterochiroptera",0.09097,0.09838,0.08257,0.14537,0.1127,0.04383,0.18363,0.24256
"509","unclassified","Bat coronavirus","MG693171.1","Eidolon helvum","yinpterochiroptera","yinpterochiroptera",0.06618,0.09662,0.04635,0.12436,0.12906,0.03369,0.23001,0.27373
"510","unclassified","Bat coronavirus","MG693170.1","Eidolon helvum","yinpterochiroptera","yinpterochiroptera",0.08769,0.06169,0.06497,0.10493,0.18337,0.03757,0.13515,0.32464
"511","unclassified","Bat coronavirus","MG693169.1","Eidolon helvum","yinpterochiroptera","yangochiroptera",0.07936,0.06802,0.03785,0.075,0.19369,0.11923,0.24989,0.17696
"512","unclassified","Bat coronavirus","MG693168.1","Eidolon helvum","yinpterochiroptera","yinpterochiroptera",0.09001,0.08002,0.07367,0.13238,0.11,0.03586,0.22155,0.25652
"513","unclassified","Bat coronavirus","KY770860.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.01713,0.00059,0.01504,0.00149,0.00583,0.00629,0.03121,0.92242
"514","unclassified","Bat coronavirus","KY770859.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0426,0.01309,0.06744,0.01599,0.03154,0.00921,0.16809,0.65204
"515","unclassified","Bat coronavirus","KY770858.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0426,0.01309,0.06744,0.01599,0.03154,0.00921,0.16809,0.65204
"516","unclassified","Bat coronavirus","MK492263.1","Cynopterus brachyotis","yinpterochiroptera","carnivore",0.14488,0.02551,0.27071,0.0756,0.05407,0.07168,0.12586,0.23169
"517","unclassified","Bat coronavirus","KY938558.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.04381,0.00213,0.04491,0.00224,0.00567,0.00651,0.09468,0.80006
"518","unclassified","Bat coronavirus","KY783845.1","Rhinolophus pusillus","yinpterochiroptera","yangochiroptera",0.04094,0.04769,0.04194,0.03582,0.02903,0.02841,0.63665,0.13952
"519","unclassified","Bat coronavirus","KU182964.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.05204,0.00145,0.03819,0.00289,0.00803,0.01019,0.1092,0.77801
"520","Alphacoronavirus","Bat coronavirus CDPHE15/USA/2006","NC_022103.1","Myotis lucifugus","yangochiroptera","yangochiroptera",0.1355,0.05699,0.04209,0.02353,0.03631,0.05879,0.43222,0.21457
"521","Alphacoronavirus","Bat coronavirus CDPHE15/USA/2006","KF430219.1","Myotis lucifugus","yangochiroptera","yangochiroptera",0.1355,0.05699,0.04209,0.02353,0.03631,0.05879,0.43222,0.21457
"522","Betacoronavirus","Bat coronavirus Cp/Yunnan2011","JX993988.1","Chaerephon plicata","yangochiroptera","yinpterochiroptera",0.028,0.00984,0.01728,0.00464,0.00471,0.01682,0.05412,0.86459
"523","unclassified","Bat coronavirus MfulBtCoV/3709","KU343201.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.01708,0.0132,0.00994,0.00844,0.00982,0.01302,0.7788,0.14971
"524","unclassified","Bat coronavirus MfulBtCoV/3736-1","KU343204.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.01678,0.002,0.0195,0.01247,0.01658,0.02615,0.72317,0.18335
"525","unclassified","Bat coronavirus MfulBtCoV/3759-1","KU343205.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.00962,0.01197,0.01513,0.00834,0.02599,0.02643,0.81922,0.0833
"526","unclassified","Bat coronavirus MsBtCoV/3710","KU343202.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.02667,0.03967,0.0328,0.1045,0.01188,0.03432,0.54365,0.20652
"527","unclassified","Bat coronavirus MsBtCoV/4056","KU343207.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.02038,0.0055,0.01507,0.02603,0.0114,0.03277,0.69242,0.19643
"528","unclassified","Bat coronavirus MsBtCoV/4068","KU343208.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.01769,0.0109,0.01657,0.01339,0.02816,0.03204,0.77525,0.10598
"529","Betacoronavirus","Betacoronavirus BtCoV/KW2E-F93/Nyc_spec/GHA/2010","JX899383.1","Nycteris","yangochiroptera","yangochiroptera",0.14973,0.09767,0.10395,0.04093,0.16077,0.0407,0.21817,0.18808
"530","Alphacoronavirus","BtMf-AlphaCoV/AH2011","KJ473795.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.01023,0.0182,0.0093,0.03432,0.00827,0.01627,0.7251,0.17832
"531","Alphacoronavirus","BtMf-AlphaCoV/FJ2012","KJ473799.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.02497,0.0478,0.00929,0.03421,0.04307,0.03631,0.65605,0.14831
"532","Alphacoronavirus","BtMf-AlphaCoV/GD2012","KJ473797.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.02991,0.03015,0.00775,0.04369,0.068,0.04199,0.66193,0.11658
"533","Alphacoronavirus","BtMf-AlphaCoV/GD2012-a","KJ473801.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.01144,0.01158,0.00373,0.03163,0.01129,0.00617,0.82526,0.0989
"534","Alphacoronavirus","BtMf-AlphaCoV/GD2012-b","KJ473802.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.02758,0.03169,0.01942,0.05924,0.03376,0.04119,0.60187,0.18525
"535","Alphacoronavirus","BtMf-AlphaCoV/HeN2013","KJ473800.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.01433,0.02468,0.0065,0.02855,0.02867,0.01763,0.75232,0.12732
"536","Alphacoronavirus","BtMf-AlphaCoV/HuB2013","KJ473798.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.07185,0.03375,0.02431,0.02039,0.04339,0.04491,0.53311,0.22829
"537","Alphacoronavirus","BtMf-AlphaCoV/HuB2013-a","KJ473803.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.00595,0.0089,0.00678,0.03263,0.00748,0.0078,0.80405,0.1264
"538","Alphacoronavirus","BtMf-AlphaCoV/JX2012","KJ473796.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.00546,0.00193,0.01156,0.00945,0.00491,0.00435,0.87254,0.0898
"539","Alphacoronavirus","BtMr-AlphaCoV/SAX2011","NC_028811.1","Myotis ricketti","yangochiroptera","yinpterochiroptera",0.06097,0.0122,0.16442,0.0131,0.05807,0.10395,0.28673,0.30057
"540","Alphacoronavirus","BtMr-AlphaCoV/SAX2011","KJ473806.1","Myotis ricketti","yangochiroptera","yinpterochiroptera",0.06097,0.0122,0.16442,0.0131,0.05807,0.10395,0.28673,0.30057
"541","Alphacoronavirus","BtMs-AlphaCoV/GS2013","KJ473810.1","Myotis","yangochiroptera","yinpterochiroptera",0.05987,0.01998,0.17177,0.01847,0.01707,0.06958,0.12358,0.51968
"542","Alphacoronavirus","BtNv-AlphaCoV/SC2013","NC_028833.1","Nyctalus velutinus","yangochiroptera","yangochiroptera",0.05208,0.01275,0.03815,0.0067,0.01803,0.0432,0.43237,0.39672
"543","Alphacoronavirus","BtNv-AlphaCoV/SC2013","KJ473809.1","Nyctalus velutinus","yangochiroptera","yangochiroptera",0.05208,0.01275,0.03815,0.0067,0.01803,0.0432,0.43237,0.39672
"544","Betacoronavirus","BtPa-BetaCoV/GD2013","KJ473820.1","Pipistrellus abramus","yangochiroptera","yangochiroptera",0.1038,0.02896,0.03161,0.00552,0.01514,0.01259,0.52519,0.27719
"545","Betacoronavirus","BtTp-BetaCoV/GX2012","KJ473822.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.21023,0.05957,0.03055,0.02007,0.03397,0.03727,0.51342,0.09493
"546","Betacoronavirus","BtVs-BetaCoV/SC2013","KJ473821.1","Vespertilio superans","yangochiroptera","yangochiroptera",0.04682,0.01298,0.02267,0.00533,0.03063,0.06603,0.58692,0.22862
"547","Alphacoronavirus","Chaerephon bat coronavirus/Kenya/KY22/2006","HQ728486.1","Chaerephon","yangochiroptera","yangochiroptera",0.05336,0.01044,0.02494,0.01324,0.02297,0.05848,0.45739,0.35919
"548","Alphacoronavirus","Chaerephon bat coronavirus/Kenya/KY41/2006","HQ728481.1","Chaerephon pumilus","yangochiroptera","yangochiroptera",0.0833,0.0241,0.01167,0.03602,0.0545,0.1904,0.39818,0.20183
"549","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018A","MK211369.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.03862,0.00575,0.09573,0.01138,0.01905,0.02845,0.5476,0.25342
"550","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018B","MK211370.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.03528,0.0133,0.07179,0.00594,0.02821,0.02241,0.65368,0.1694
"551","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018C","MK211371.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.03279,0.01006,0.06974,0.01121,0.02907,0.01337,0.66288,0.17087
"552","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018D","MK211372.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.1283,0.00476,0.13694,0.00538,0.07787,0.07663,0.39606,0.17406
"553","Betacoronavirus","Coronavirus Neoromicia/PML-PHE1/RSA/2011","KC869678.4","Neoromicia capensis","yangochiroptera","yangochiroptera",0.11736,0.03713,0.03735,0.01079,0.04384,0.02854,0.50622,0.21877
"554","unclassified","Hypsugo bat coronavirus HKU25","KX442565.1","Hypsugo pulveratus","yangochiroptera","yangochiroptera",0.24927,0.05002,0.04708,0.01325,0.0253,0.05393,0.30183,0.25932
"555","unclassified","Hypsugo bat coronavirus HKU25","KX442564.1","Hypsugo pulveratus","yangochiroptera","yangochiroptera",0.16208,0.03383,0.07377,0.0163,0.04078,0.0458,0.39013,0.2373
"556","Alphacoronavirus","Miniopterus bat coronavirus/Kenya/KY27/2006","HQ728484.1","Miniopterus natalensis","yangochiroptera","human",0.03985,0.06192,0.05312,0.27858,0.06742,0.03985,0.263,0.19627
"557","Alphacoronavirus","Miniopterus bat coronavirus/Kenya/KY33/2006","HQ728485.1","Miniopterus inflatus","yangochiroptera","yangochiroptera",0.04933,0.04351,0.01032,0.03807,0.07666,0.0967,0.47177,0.21365
"558","Alphacoronavirus","Miniopterus pusillus bat coronavirus HKU8-related","MN611518.1","Miniopterus pusillus","yangochiroptera","yangochiroptera",0.03637,0.03113,0.00383,0.06492,0.08228,0.02473,0.6483,0.10843
"559","Alphacoronavirus","Miniopterus schreibersii bat coronavirus 1-related","MN611524.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.01016,0.02371,0.01476,0.0565,0.00759,0.01066,0.71418,0.16243
"560","Alphacoronavirus","Myotis lucifugus coronavirus","KY799179.1","Myotis lucifugus","yangochiroptera","yangochiroptera",0.06028,0.02596,0.06667,0.01199,0.0275,0.12151,0.40004,0.28606
"561","Betacoronavirus","Pipistrellus abramus bat coronavirus HKU5-related","MN611520.1","Pipistrellus abramus","yangochiroptera","yangochiroptera",0.04085,0.00933,0.052,0.00117,0.02168,0.02137,0.43697,0.41663
"562","Alphacoronavirus","Scotophilus kuhlii bat coronavirus 512-related","MN611521.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.10874,0.02075,0.11506,0.01335,0.05511,0.06016,0.46659,0.16022
"563","unclassified","Scotophilus kuhlii coronavirus","KT346372.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.07228,0.0026,0.04738,0.00707,0.01392,0.12568,0.5255,0.20557
"564","Alphacoronavirus","Tylonycteris bat coronavirus HKU33","MK720944.1","Tylonycteris robustula","yangochiroptera","yangochiroptera",0.0603,0.03452,0.07652,0.08822,0.04772,0.05597,0.33063,0.30613
"565","Betacoronavirus","Tylonycteris pachypus bat coronavirus HKU4-related","MN611519.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.09197,0.06245,0.05663,0.07975,0.0279,0.03175,0.56833,0.08122
"566","Alphacoronavirus","229E-related bat coronavirus","KY073748.1","Hipposideros vittatus","yinpterochiroptera","yangochiroptera",0.05265,0.0422,0.10357,0.04485,0.07405,0.05475,0.37083,0.2571
"567","Alphacoronavirus","229E-related bat coronavirus","KY073747.1","Hipposideros","yinpterochiroptera","yinpterochiroptera",0.1397,0.0307,0.20533,0.05297,0.0315,0.0819,0.18717,0.27073
"568","Alphacoronavirus","229E-related bat coronavirus","KT253272.1","Hipposideros abae","yinpterochiroptera","yangochiroptera",0.04425,0.02437,0.07725,0.0156,0.06782,0.07232,0.44363,0.25477
"569","Alphacoronavirus","229E-related bat coronavirus","KT253271.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.02017,0.0167,0.10795,0.0252,0.04167,0.04377,0.48485,0.2597
"570","Alphacoronavirus","229E-related bat coronavirus","KT253270.1","Hipposideros abae","yinpterochiroptera","yangochiroptera",0.02605,0.13555,0.04328,0.0969,0.03885,0.04268,0.41853,0.19815
"571","Alphacoronavirus","229E-related bat coronavirus","KT253269.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.03142,0.07945,0.06187,0.07328,0.02303,0.0523,0.34598,0.33267
"572","Alphacoronavirus","229E-related bat coronavirus","KT253268.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.02017,0.0137,0.10942,0.0217,0.03782,0.04335,0.48402,0.26983
"573","Alphacoronavirus","229E-related bat coronavirus","KT253267.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.0365,0.14472,0.07865,0.0822,0.04607,0.03333,0.3472,0.23133
"574","Alphacoronavirus","229E-related bat coronavirus","KT253266.1","Hipposideros abae","yinpterochiroptera","yangochiroptera",0.03515,0.07045,0.066,0.06868,0.02187,0.04972,0.34743,0.3407
"575","Alphacoronavirus","229E-related bat coronavirus","KT253265.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.03405,0.13525,0.07685,0.07377,0.049,0.03608,0.36843,0.22657
"576","Alphacoronavirus","229E-related bat coronavirus","KT253264.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.02107,0.0187,0.10212,0.02553,0.04187,0.03977,0.48898,0.26197
"577","Alphacoronavirus","229E-related bat coronavirus","KT253263.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.03463,0.13722,0.08215,0.07837,0.04873,0.03667,0.3464,0.23583
"578","Alphacoronavirus","229E-related bat coronavirus","KT253262.1","Hipposideros cf. ruber","yinpterochiroptera","yangochiroptera",0.03463,0.13412,0.08015,0.07937,0.04807,0.03733,0.3539,0.23243
"579","Alphacoronavirus","229E-related bat coronavirus","KT253261.1","Hipposideros abae","yinpterochiroptera","yangochiroptera",0.0333,0.13212,0.07882,0.07837,0.04947,0.036,0.3616,0.23033
"580","Alphacoronavirus","229E-related bat coronavirus","KT253260.1","Hipposideros abae","yinpterochiroptera","yangochiroptera",0.0405,0.02687,0.07913,0.01468,0.07053,0.06892,0.43727,0.2621
"581","Alphacoronavirus","229E-related bat coronavirus","KT253259.1","Hipposideros abae","yinpterochiroptera","yangochiroptera",0.04225,0.02637,0.07858,0.0156,0.06732,0.06652,0.4468,0.25657
"582","unclassified","Bat coronavirus BM48-31/BGR/2008","NC_014470.1","Rhinolophus blasii","yinpterochiroptera","yangochiroptera",0.16763,0.025,0.06642,0.00053,0.01293,0.04308,0.37828,0.30612
"583","unclassified","Bat coronavirus BM48-31/BGR/2008","GU190215.1","Rhinolophus blasii","yinpterochiroptera","yangochiroptera",0.16763,0.025,0.06642,0.00053,0.01293,0.04308,0.37828,0.30612
"584","Betacoronavirus","Bat coronavirus RaTG13","MN996532.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.23978,0.01226,0.13136,0.00717,0.01572,0.02006,0.12391,0.44974
"585","Betacoronavirus","Bat coronavirus Rp/Shaanxi2011","JX993987.1","Rhinolophus pusillus","yinpterochiroptera","yinpterochiroptera",0.02391,0.00348,0.1064,0.0012,0.00398,0.00942,0.07141,0.78018
"586","unclassified","Bat coronavirus RsBtCoV/3716","KU343203.1","Rhinolophus sinicus","yinpterochiroptera","yangochiroptera",0.05136,0.02049,0.02867,0.09087,0.02378,0.02054,0.6505,0.11379
"587","Alphacoronavirus","Bat coronavirus Shandong/977/2006","EF434381.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.05378,0.0298,0.12445,0.02892,0.02088,0.06668,0.30468,0.3708
"588","Betacoronavirus","Bat Hp-betacoronavirus/Zhejiang2013","NC_025217.1","Hipposideros pratti","yinpterochiroptera","yinpterochiroptera",0.17912,0.008,0.19177,0.00457,0.01782,0.05165,0.21018,0.3369
"589","Betacoronavirus","Bat Hp-betacoronavirus/Zhejiang2013","KF636752.1","Hipposideros pratti","yinpterochiroptera","yinpterochiroptera",0.17912,0.008,0.19177,0.00457,0.01782,0.05165,0.21018,0.3369
"590","Betacoronavirus","Bat SARS CoV Rf1/2004","DQ412042.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.01618,0.00142,0.01953,0.00158,0.00171,0.00956,0.02416,0.92586
"591","Betacoronavirus","Bat SARS CoV Rm1/2004","DQ412043.1","Rhinolophus macrotis","yinpterochiroptera","yinpterochiroptera",0.04897,0.001,0.08168,6e-04,0.005,0.01797,0.0845,0.76028
"592","Betacoronavirus","Bat SARS Cov Rs806/2006","FJ588692.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.05159,0.00576,0.04044,0.00457,0.01421,0.03413,0.10086,0.74845
"593","Betacoronavirus","Bat SARS-like coronavirus","KF294457.1","Rhinolophus monoceros","yinpterochiroptera","yinpterochiroptera",0.07779,0.00894,0.08471,0.01381,0.01028,0.01948,0.12826,0.65673
"594","Betacoronavirus","Bat SARS-like coronavirus","MG772934.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.08754,0.01032,0.17639,0.01212,0.03262,0.02191,0.14155,0.51754
"595","Betacoronavirus","Bat SARS-like coronavirus","MG772933.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.06334,0.00546,0.19011,0.01137,0.02266,0.02102,0.14381,0.54223
"596","Betacoronavirus","Bat SARS-like coronavirus","KY417152.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.05158,0.00732,0.1249,0.00956,0.01287,0.00769,0.07521,0.71087
"597","Betacoronavirus","Bat SARS-like coronavirus","KY417151.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0529,0.00732,0.12404,0.00956,0.01287,0.00762,0.07628,0.7094
"598","Betacoronavirus","Bat SARS-like coronavirus","KY417150.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.03738,0.00715,0.18834,0.00423,0.01982,0.01874,0.07476,0.64958
"599","Betacoronavirus","Bat SARS-like coronavirus","KY417149.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0696,0.0019,0.06029,0.00631,0.01149,0.01717,0.08955,0.7437
"600","Betacoronavirus","Bat SARS-like coronavirus","KY417148.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.07762,0.00467,0.06266,0.00458,0.01671,0.01878,0.11633,0.69865
"601","Betacoronavirus","Bat SARS-like coronavirus","KY417147.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.08035,0.00289,0.06111,0.00184,0.0119,0.0181,0.1056,0.71821
"602","Betacoronavirus","Bat SARS-like coronavirus","KY417146.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.06575,0.04106,0.18375,0.02331,0.01264,0.01938,0.1425,0.51163
"603","Betacoronavirus","Bat SARS-like coronavirus","KY417145.1","Rhinilophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.08273,0.00709,0.06994,0.00484,0.01503,0.07796,0.214,0.52841
"604","Betacoronavirus","Bat SARS-like coronavirus","KY417144.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.06135,0.01684,0.10226,0.01606,0.022,0.00974,0.08514,0.68661
"605","Betacoronavirus","Bat SARS-like coronavirus","KY417143.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0601,0.00338,0.04645,0.00807,0.01773,0.01798,0.09253,0.75377
"606","Betacoronavirus","Bat SARS-like coronavirus","KY417142.1","Aselliscus stoliczkanus","yinpterochiroptera","yinpterochiroptera",0.05571,0.00309,0.05005,0.00634,0.01147,0.0233,0.08599,0.76405
"607","Betacoronavirus","Bat SARS-like coronavirus Rs3367","KC881006.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00596,0.00196,0.02597,0.00365,0.01223,0.0017,0.03027,0.91827
"608","Betacoronavirus","Bat SARS-like coronavirus RsSHC014","KC881005.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.02588,0.00402,0.09506,0.01404,0.00659,0.00632,0.04999,0.79811
"609","Betacoronavirus","Bat SARS-like coronavirus WIV1","KC881007.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00373,0.00467,0.03255,5e-04,0.0053,0.0031,0.02473,0.92542
"610","Betacoronavirus","Bat SARS-like coronavirus WIV1","KF367457.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00373,0.00467,0.03255,5e-04,0.0053,0.0031,0.02473,0.92542
"611","Betacoronavirus","Bat SARS-like coronavirus YNLF_31C","KP886808.1","Rhinolophus Ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.03017,0.01122,0.02968,0.01163,0.00987,0.0057,0.04977,0.85197
"612","Betacoronavirus","Bat SARS-like coronavirus YNLF_34C","KP886809.1","Rhinolophus Ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.06496,0.01423,0.06401,0.011,0.01322,0.01908,0.06878,0.74472
"613","Alphacoronavirus","BtRf-AlphaCoV/HuB2013","NC_028814.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.0365,0.04375,0.18092,0.13782,0.03412,0.0314,0.22487,0.31063
"614","Alphacoronavirus","BtRf-AlphaCoV/HuB2013","KJ473807.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.0365,0.04375,0.18092,0.13782,0.03412,0.0314,0.22487,0.31063
