"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"476","Betacoronavirus","Bat SARS-like coronavirus RsSHC014","KC881005.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0045,4e-04,0.05107,0,5e-04,0,0.01088,0.93265
"477","Betacoronavirus","Bat SARS-like coronavirus WIV1","KF367457.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00343,0,0.04972,0,0.00075,8e-04,0.0162,0.9291
"478","Betacoronavirus","Bat SARS-like coronavirus YNLF_31C","KP886808.1","Rhinolophus Ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.00496,0.002,0.02946,0.00232,0.00025,0.0019,0.03198,0.92713
"479","Betacoronavirus","Bat SARS-like coronavirus YNLF_34C","KP886809.1","Rhinolophus Ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.00373,0.00083,0.0377,0,0.001,0.00025,0.04003,0.91645
"480","Alphacoronavirus","BtRf-AlphaCoV/HuB2013","NC_028814.1","Rhinolophus ferrumequinum","yinpterochiroptera","yangochiroptera",0.06055,0.06865,0.2075,0.05805,0.001,0.04385,0.3056,0.2548
"481","Alphacoronavirus","BtRf-AlphaCoV/HuB2013","KJ473807.1","Rhinolophus ferrumequinum","yinpterochiroptera","yangochiroptera",0.06055,0.06865,0.2075,0.05805,0.001,0.04385,0.3056,0.2548
"482","Alphacoronavirus","BtRf-AlphaCoV/YN2012","NC_028824.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.09381,0.09929,0.05665,0.17308,0.02542,0.12699,0.17434,0.25041
"483","Alphacoronavirus","BtRf-AlphaCoV/YN2012","KJ473808.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.09381,0.09929,0.05665,0.17308,0.02542,0.12699,0.17434,0.25041
"484","Betacoronavirus","BtRf-BetaCoV/HeB2013","KJ473812.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.00183,0,0.0096,0,0,0,0.00983,0.97873
"485","Betacoronavirus","BtRf-BetaCoV/JL2012","KJ473811.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.02013,0.002,0.0814,0,0.00065,0.001,0.03815,0.85667
"486","Betacoronavirus","BtRf-BetaCoV/SX2013","KJ473813.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.00953,0.00275,0.03458,0.00025,0,0.00253,0.02082,0.92953
"487","Betacoronavirus","BtRs-BetaCoV/GX2013","KJ473815.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00833,0.016,0.09092,0,0.00142,0.00407,0.0293,0.84997
"488","Betacoronavirus","BtRs-BetaCoV/HuB2013","KJ473814.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.02648,0.0104,0.10488,0.001,0.00303,0.01825,0.06232,0.77363
"489","Betacoronavirus","BtRs-BetaCoV/YN2013","KJ473816.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00987,0.00292,0.06452,0,2e-04,0.0022,0.03935,0.88095
"490","Betacoronavirus","Coronavirus BtRl-BetaCoV/SC2018","MK211374.1","Rhinolophus","yinpterochiroptera","yinpterochiroptera",0.02333,0.0165,0.09915,0.0035,0.001,0.01488,0.09452,0.74712
"491","Alphacoronavirus","Coronavirus BtRs-AlphaCoV/YN2018","MK211373.1","Cynopterus sphinx","yinpterochiroptera","yangochiroptera",0.04093,0.00273,0.02792,0.0042,0.0293,0.13213,0.56687,0.19592
"492","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018A","MK211375.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.00422,0.00073,0.0104,0.00132,5e-05,0.00582,0.08163,0.89583
"493","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018B","MK211376.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.00542,0.007,0.07823,0.00183,0.00085,0.00558,0.05033,0.85075
"494","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018C","MK211377.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.00025,0.00078,0.0106,0.0028,0,0.00075,0.04245,0.94237
"495","Betacoronavirus","Coronavirus BtRs-BetaCoV/YN2018D","MK211378.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.01708,0,0.01267,0,0,0.00257,0.05058,0.9171
"496","Betacoronavirus","Coronavirus BtRt-BetaCoV/GX2018","MK211379.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.20133,0.0689,0.08577,0.15998,0.01223,0.02802,0.15858,0.28518
"497","Alphacoronavirus","Hipposideros pomona bat coronavirus CHB25","MN611525.1","Hipposideros larvatus","yinpterochiroptera","yinpterochiroptera",0.05543,0.11225,0.15623,0.18747,0.00798,0.02137,0.21905,0.24022
"498","Alphacoronavirus","Hipposideros pomona bat coronavirus HKU10-related","MN611523.1","Hipposideros pomona","yinpterochiroptera","yinpterochiroptera",0.04038,0.0495,0.1601,0.13432,0.00467,0.04362,0.28233,0.28508
"499","Alphacoronavirus","Rhinolophus bat coronavirus HKU32","MK720946.1","Rhinolophus sinicus","yinpterochiroptera","yangochiroptera",0.04318,0.02017,0.1101,0.01067,0.00922,0.0112,0.58325,0.21222
"500","Alphacoronavirus","Rhinolophus bat coronavirus HKU32","MK720945.1","Rhinolophus sinicus","yinpterochiroptera","yangochiroptera",0.04468,0.01967,0.10992,0.01067,0.00922,0.0112,0.58518,0.20947
"501","Alphacoronavirus","Rousettus aegyptiacus bat coronavirus 229E-related","MN611517.1","Rousettus aegyptiacus","yinpterochiroptera","yinpterochiroptera",0.01263,0.1487,0.04997,0.07132,0.00283,0.02193,0.20958,0.48303
"502","Betacoronavirus","Rousettus bat coronavirus","NC_030886.1","Rousettus leschenaulti","yinpterochiroptera","rodent",0.18185,0.01245,0.04575,0,0.3438,0.09282,0.20168,0.12165
"503","Betacoronavirus","Rousettus bat coronavirus","KU762338.1","Rousettus leschenaulti","yinpterochiroptera","rodent",0.18185,0.01245,0.04575,0,0.3438,0.09282,0.20168,0.12165
"504","Betacoronavirus","Rousettus bat coronavirus HKU9","MG762674.1","Rousettus","yinpterochiroptera","yangochiroptera",0.16667,0.02823,0.04158,0.007,0.1972,0.11482,0.22415,0.22035
"505","Betacoronavirus","SARS coronavirus Rs_672/2006","FJ588686.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.03262,0.00533,0.03922,0,0.001,0.0028,0.03032,0.88872
"506","Betacoronavirus","SARS-like coronavirus WIV16","KT444582.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00937,0.003,0.04942,0,0.00085,0.00317,0.01907,0.91513
"507","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus","KY352407.1","Rhinolophus","yinpterochiroptera","yinpterochiroptera",0.2206,0.03858,0.1481,0.0165,0.01022,0.02917,0.15425,0.38258
"508","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094688.1","Rhinolophus","yinpterochiroptera","swine",0.07382,0.01635,0.02828,0.02607,0.02247,0.39152,0.25722,0.18428
"509","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094687.1","Rhinolophus","yinpterochiroptera","swine",0.07472,0.03558,0.0272,0.0292,0.01908,0.38957,0.23393,0.19072
"510","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094686.1","Rhinolophus","yinpterochiroptera","swine",0.06678,0.02627,0.02052,0.01812,0.01533,0.39682,0.28338,0.17278
"511","unclassified","Swine acute diarrhea syndrome related coronavirus","MF094685.1","Rhinolophus","yinpterochiroptera","swine",0.07312,0.02155,0.02288,0.01322,0.02237,0.3948,0.26768,0.18438
