"","accessionversion","title","taxid","genus","childtaxa_name","createdate","complete","length","subname"
"5191","AY572037.1","lcl|AY572037.1_cds_AAU04662.1_1 [protein=spike glycoprotein] [protein_id=AAU04662.1] [location=1..3768] [gbkey=CDS]","285948","Betacoronavirus","SARS coronavirus civet019","2005/08/23","complete_spike",3768,"civet019|civet|China: Southern China|rectal swab"
"5192","AY572038.1","lcl|AY572038.1_cds_AAU04664.1_2 [protein=spike glycoprotein] [protein_id=AAU04664.1] [location=21421..25188] [gbkey=CDS]","285949","Betacoronavirus","SARS coronavirus civet020","2005/08/23","whole_genome",3768,"civet020|civet|China: Southern China|rectal swab"
"5193","DQ415905.1","lcl|DQ415905.1_cds_ABD75569.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75569.1] [location=22873..26943] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N7|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5194","KF686343.1","lcl|KF686343.1_cds_AGW27863.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGW27863.1] [location=23022..27092] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/09/28","whole_genome",4071,"HKU1/human/USA/HKU1-13/2010|2a|Homo sapiens|HCoV-HKU1|USA: Denver, CO|08-Jan-2010"
"5195","KT779556.1","lcl|KT779556.1_cds_AMN88694.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AMN88694.1] [location=22903..26973] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2016/03/09","whole_genome",4071,"BJ01-p9|Homo sapiens|HCoV-HKU1|A|China|nasopharyngeal swabs of pediatric patients diagnosed with severe acute respiratory tract infection|23-Apr-2009"
"5196","DQ437613.1","lcl|DQ437613.1_cds_ABD96192.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96192.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N18|HCoV-HKU1|Hong Kong"
"5197","DQ415908.1","lcl|DQ415908.1_cds_ABD75593.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75593.1] [location=22963..27033] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N11|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5198","KF430201.1","lcl|KF430201.1_cds_AGT17769.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGT17769.1] [location=22977..27044] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/08/14","whole_genome",4068,"HKU1/human/USA/HKU1-18/2010|Homo sapiens; F; 2M|HCoV-HKU1|USA: Denver, CO|22-Jan-2010"
"5199","KY674942.1","lcl|KY674942.1_cds_ARB07608.1_4 [protein=spike glycoprotein] [protein_id=ARB07608.1] [location=22924..26994] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2017/03/29","whole_genome",4071,"N09-1627B|Homo sapiens|HCoV-HKU1|USA|2016"
"5200","DQ415909.1","lcl|DQ415909.1_cds_ABD75601.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75601.1] [location=22783..26853] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N13|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5201","MH940245.1","lcl|MH940245.1_cds_AYN64561.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AYN64561.1] [location=22858..26913] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2018/10/29","whole_genome",4056,"SI17244|Homo sapiens|HCoV-HKU1|Thailand|04-Jun-2017"
"5202","DQ415910.1","lcl|DQ415910.1_cds_ABD75609.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75609.1] [location=22813..26883] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N14|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5203","DQ437610.1","lcl|DQ437610.1_cds_ABD96189.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96189.1] [location=1..4056] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4056,"N15|HCoV-HKU1|Hong Kong"
"5204","DQ415896.1","lcl|DQ415896.1_cds_ABD75497.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75497.1] [location=22876..26946] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N19|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5205","KF686342.1","lcl|KF686342.1_cds_AGW27854.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGW27854.1] [location=22782..26852] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/09/28","whole_genome",4071,"HKU1/human/USA/HKU1-11/2009|2a|Homo sapiens|HCoV-HKU1|USA: Denver, CO|13-Dec-2009"
"5206","KF686344.1","lcl|KF686344.1_cds_AGW27872.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGW27872.1] [location=22734..26804] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/09/28","whole_genome",4071,"HKU1/human/USA/HKU1-15/2009|2a|Homo sapiens|HCoV-HKU1|USA: Denver, CO|28-Dec-2009"
"5207","KF686346.1","lcl|KF686346.1_cds_AGW27881.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGW27881.1] [location=23022..27092] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/09/28","whole_genome",4071,"HKU1/human/USA/HKU1-12/2010|2a|Homo sapiens|HCoV-HKU1|USA: Denver, CO|09-Jan-2010"
"5208","HM034837.1","lcl|HM034837.1_cds_ADN03339.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ADN03339.1] [location=22906..26976] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2010/09/15","whole_genome",4071,"Caen1|HCoV-HKU1|Homo sapiens|HCoV-HKU1|A|France|nasopharyngeal aspirates of patient diagnosed with respiratory tract infection|04-Mar-2005"
"5209","DQ415907.1","lcl|DQ415907.1_cds_ABD75585.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75585.1] [location=22903..26973] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N10|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5210","DQ437612.1","lcl|DQ437612.1_cds_ABD96191.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96191.1] [location=1..4056] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4056,"N17|HCoV-HKU1|Hong Kong"
"5211","NC_006577.2","lcl|NC_006577.2_cds_YP_173238.1_3 [gene=S] [locus_tag=HCHV1gp3] [db_xref=GeneID:3200426] [protein=spike glycoprotein] [protein_id=YP_173238.1] [location=22942..27012] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2004/12/28","whole_genome",4071,"HKU1|Homo sapiens|HCoV-HKU1|A|patient with pneumonia"
"5212","KF686341.1","lcl|KF686341.1_cds_AGW27845.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGW27845.1] [location=22872..26942] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/09/28","whole_genome",4071,"HKU1/human/USA/HKU1-10/2010|2a|Homo sapiens|HCoV-HKU1|USA: Denver, CO|16-Jan-2010"
"5213","DQ437615.1","lcl|DQ437615.1_cds_ABD96194.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96194.1] [location=1..4056] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4056,"N20|HCoV-HKU1|Hong Kong"
"5214","DQ415904.1","lcl|DQ415904.1_cds_ABD75561.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75561.1] [location=22573..26643] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N6|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5215","DQ415906.1","lcl|DQ415906.1_cds_ABD75577.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75577.1] [location=22873..26943] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N9|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5216","KT779555.1","lcl|KT779555.1_cds_AMN88686.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AMN88686.1] [location=22903..26973] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2016/03/09","whole_genome",4071,"BJ01-p3|Homo sapiens|HCoV-HKU1|A|China|nasopharyngeal swabs of pediatric patients diagnosed with severe acute respiratory tract infection|23-Apr-2009"
"5217","DQ437609.1","lcl|DQ437609.1_cds_ABD96188.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96188.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N14|HCoV-HKU1|Hong Kong"
"5218","DQ415911.1","lcl|DQ415911.1_cds_ABD75617.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75617.1] [location=22949..27004] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N15|HCoV-HKU1|B|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5219","KY674941.1","lcl|KY674941.1_cds_ARB07599.1_4 [protein=spike glycoprotein] [protein_id=ARB07599.1] [location=22492..26562] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2017/03/29","whole_genome",4071,"N09-1663B|Homo sapiens|HCoV-HKU1|USA|2016"
"5220","KF686340.1","lcl|KF686340.1_cds_AGW27836.1_4 [gene=S] [protein=spike glycoprotein] [protein_id=AGW27836.1] [location=22962..27032] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2013/09/28","whole_genome",4071,"HKU1/human/USA/HKU1-5/2009|2a|Homo sapiens|HCoV-HKU1|USA: Denver, CO|28-Nov-2009"
"5221","DQ437617.1","lcl|DQ437617.1_cds_ABD96196.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96196.1] [location=1..4056] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4056,"N22|HCoV-HKU1|Hong Kong"
"5222","KY674943.1","lcl|KY674943.1_cds_ARB07617.1_4 [protein=spike glycoprotein] [protein_id=ARB07617.1] [location=22924..26994] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2017/03/29","whole_genome",4071,"N09-1605B|Homo sapiens|HCoV-HKU1|USA|2016"
"5223","DQ437618.1","lcl|DQ437618.1_cds_ABD96197.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96197.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N23|HCoV-HKU1|Hong Kong"
"5224","DQ415913.1","lcl|DQ415913.1_cds_ABD75633.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75633.1] [location=22832..26887] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N17|HCoV-HKU1|C|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5225","DQ437614.1","lcl|DQ437614.1_cds_ABD96193.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96193.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N19|HCoV-HKU1|Hong Kong"
"5226","DQ437616.1","lcl|DQ437616.1_cds_ABD96195.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96195.1] [location=1..4056] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4056,"N21|HCoV-HKU1|Hong Kong"
"5227","DQ415901.1","lcl|DQ415901.1_cds_ABD75537.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75537.1] [location=23113..27183] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N24|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5228","AY884001.1","lcl|AY884001.1_cds_AAX76521.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=AAX76521.1] [location=22862..26917] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"HCoV-HKU1|B"
"5229","MK167038.1","lcl|MK167038.1_cds_AZS52618.1_3 [protein=spike glycoprotein] [protein_id=AZS52618.1] [location=22952..27007] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2019/01/09","whole_genome",4056,"SC2521|Homo sapiens|HCoV-HKU1|USA|2017"
"5230","DQ437608.1","lcl|DQ437608.1_cds_ABD96187.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96187.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N13|HCoV-HKU1|Hong Kong"
"5231","DQ437607.1","lcl|DQ437607.1_cds_ABD96186.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96186.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N11|HCoV-HKU1|Hong Kong"
"5232","DQ415912.1","lcl|DQ415912.1_cds_ABD75625.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75625.1] [location=22892..26947] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N16|HCoV-HKU1|C|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5233","DQ437619.1","lcl|DQ437619.1_cds_ABD96198.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96198.1] [location=1..4071] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4071,"N24|HCoV-HKU1|Hong Kong"
"5234","LC315651.1","lcl|LC315651.1_cds_BBA20986.1_1 [gene=S] [protein=spike protein] [protein_id=BBA20986.1] [location=283..4341] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2017/08/09","complete_spike",4059,"Tokyo/SGH-18/2016|HCoV-HKU1|Japan: Tokyo|nasal swab using HBTE-ALI cells|2016"
"5235","DQ415900.1","lcl|DQ415900.1_cds_ABD75529.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75529.1] [location=22828..26898] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N23|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5236","DQ437611.1","lcl|DQ437611.1_cds_ABD96190.1_1 [gene=S] [protein=spike glycoprotein] [protein_id=ABD96190.1] [location=1..4056] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/11","complete_spike",4056,"N16|HCoV-HKU1|Hong Kong"
"5237","DQ415902.1","lcl|DQ415902.1_cds_ABD75545.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75545.1] [location=22892..26947] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N25|HCoV-HKU1|B|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5238","DQ415903.1","lcl|DQ415903.1_cds_ABD75553.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75553.1] [location=22936..27006] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N3|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5239","DQ415898.1","lcl|DQ415898.1_cds_ABD75513.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75513.1] [location=22862..26917] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N21|HCoV-HKU1|C|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5240","DQ415899.1","lcl|DQ415899.1_cds_ABD75521.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75521.1] [location=22952..27007] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N22|HCoV-HKU1|C|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5241","KY674921.1","lcl|KY674921.1_cds_ARB07438.1_3 [protein=spike glycoprotein] [protein_id=ARB07438.1] [location=22932..26990] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2017/03/29","whole_genome",4059,"N08-87|Homo sapiens|HCoV-HKU1|B|USA|2016"
"5242","AY597011.2","lcl|AY597011.2_cds_AAT98580.1_3 [gene=S] [locus_tag=HCHV1gp3] [db_xref=GeneID:3200426] [protein=spike glycoprotein] [protein_id=AAT98580.1] [location=22942..27012] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2004/12/21","whole_genome",4071,"HKU1|Homo sapiens|HCoV-HKU1|A|patient with pneumonia"
"5243","DQ415914.1","lcl|DQ415914.1_cds_ABD75641.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75641.1] [location=22903..26973] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4071,"N18|HCoV-HKU1|A|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5244","DQ415897.1","lcl|DQ415897.1_cds_ABD75505.1_3 [gene=S] [protein=spike glycoprotein] [protein_id=ABD75505.1] [location=22892..26947] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2006/06/30","whole_genome",4056,"N20|HCoV-HKU1|C|China: Hong Kong|nasopharyngeal aspirates of patients diagnosed respiratory tract infection diseases"
"5245","LC315650.1","lcl|LC315650.1_cds_BBA20983.1_1 [gene=S] [protein=spike protein] [protein_id=BBA20983.1] [location=189..4259] [gbkey=CDS]","290028","Betacoronavirus","Human coronavirus HKU1","2017/08/09","complete_spike",4071,"Tokyo/SGH-15/2014|HCoV-HKU1|Japan: Tokyo|nasal swab using HBTE-ALI cells|2014"
"5246","AY714217.1","lcl|AY714217.1_cds_AAU81608.1_3 [protein=S protein] [protein_id=AAU81608.1] [location=21492..25259] [gbkey=CDS]","292360","Betacoronavirus","SARS Coronavirus CDC#200301157","2004/09/28","whole_genome",3768,"USA|sputum of SARS patient clinical specimen #809940|passaged two times on GMP grade Vero cells batch FA139414, passage 141"
"5247","AY613951.1","lcl|AY613951.1_cds_AAU93318.1_1 [protein=spike glycoprotein] [protein_id=AAU93318.1] [location=1..3768] [gbkey=CDS]","293319","Betacoronavirus","SARS coronavirus PC4-127","2005/01/28","complete_spike",3768,"PC4-127|China|palm civet"
"5248","AY613952.1","lcl|AY613952.1_cds_AAU93319.1_1 [protein=spike glycoprotein] [protein_id=AAU93319.1] [location=1..3768] [gbkey=CDS]","293320","Betacoronavirus","SARS coronavirus PC4-205","2005/01/28","complete_spike",3768,"PC4-205|China|palm civet"
"5249","AY613953.1","lcl|AY613953.1_cds_AAU93320.1_1 [protein=spike glycoprotein] [protein_id=AAU93320.1] [location=1..3768] [gbkey=CDS]","293321","Betacoronavirus","SARS coronavirus GZ0403","2005/01/28","complete_spike",3768,"GZ0403|China|SARS patient 2003"
"5250","AY627044.1","lcl|AY627044.1_cds_AAV49719.1_1 [protein=spike glycoprotein] [protein_id=AAV49719.1] [location=1..3768] [gbkey=CDS]","296837","Betacoronavirus","SARS coronavirus PC4-115","2005/01/28","complete_spike",3768,"China|palm civet"
"5251","AY627045.1","lcl|AY627045.1_cds_AAV49720.1_1 [protein=spike glycoprotein] [protein_id=AAV49720.1] [location=1..3768] [gbkey=CDS]","296838","Betacoronavirus","SARS coronavirus PC4-137","2005/01/28","complete_spike",3768,"China|palm civet"
"5252","AY627046.1","lcl|AY627046.1_cds_AAV49721.1_1 [protein=spike glycoprotein] [protein_id=AAV49721.1] [location=1..3768] [gbkey=CDS]","296839","Betacoronavirus","SARS coronavirus PC4-145","2005/01/28","complete_spike",3768,"China|palm civet"
"5253","AY627047.1","lcl|AY627047.1_cds_AAV49722.1_1 [protein=spike glycoprotein] [protein_id=AAV49722.1] [location=1..3768] [gbkey=CDS]","296840","Betacoronavirus","SARS coronavirus PC4-199","2005/01/28","complete_spike",3768,"China|palm civet"
"5254","AY627048.1","lcl|AY627048.1_cds_AAV49723.1_1 [protein=spike glycoprotein] [protein_id=AAV49723.1] [location=1..3768] [gbkey=CDS]","296841","Betacoronavirus","SARS coronavirus PC4-241","2005/01/28","complete_spike",3768,"China|palm civet"
"5255","AY687363.1","lcl|AY687363.1_cds_AAV97993.1_1 [protein=spike glycoprotein] [protein_id=AAV97993.1] [location=1..3768] [gbkey=CDS]","299335","Betacoronavirus","SARS coronavirus B039","2005/07/08","complete_spike",3768,"palm civets"
"5256","AY686864.1","lcl|AY686864.1_cds_AAV49730.1_2 [protein=spike glycoprotein] [protein_id=AAV49730.1] [location=21451..25218] [gbkey=CDS]","299335","Betacoronavirus","SARS coronavirus B039","2005/07/08","whole_genome",3768,"B039|palm civet"
"5257","JF699751.1","lcl|JF699751.1_cds_AEO88934.1_1 [gene=S] [protein=S protein] [protein_id=AEO88934.1] [location=1..3498] [gbkey=CDS]","300188","Gammacoronavirus","Duck coronavirus","2011/09/25","complete_spike",3498,"DK/CH/HN/ZZ2004|duck|RT-PCR|China|May-2004|Xingyou Liu"
"5258","JF705860.1","lcl|JF705860.1_cds_AEO86768.1_3 [gene=S] [protein=S protein] [protein_id=AEO86768.1] [location=20370..23867] [gbkey=CDS]","300188","Gammacoronavirus","Duck coronavirus","2011/09/25","whole_genome",3498,"DK/CH/HN/ZZ2004|duck|China|May-2004|Xingyou Liu"
"5259","KM454473.1","lcl|KM454473.1_cds_AKF17724.1_3 [gene=S] [protein=spike protein] [protein_id=AKF17724.1] [location=20318..23893] [gbkey=CDS]","300188","Gammacoronavirus","Duck coronavirus","2015/05/09","whole_genome",3576,"DK/GD/27/2014|duck|China|2014"
"5260","DQ160004.1","lcl|DQ160004.1_cds_AAZ85066.1_1 [protein=spike protein] [protein_id=AAZ85066.1] [location=67..3570] [gbkey=CDS]","300189","Gammacoronavirus","Pigeon coronavirus","2005/08/30","complete_spike",3504,"PSH050513|China"
"5261","AY796289.1","lcl|AY796289.1_cds_AAV65515.1_1 [gene=S] [protein=spike protein] [protein_id=AAV65515.1] [location=1..4362] [gbkey=CDS]","301047","Alphacoronavirus","Canine coronavirus 1-71","2004/11/22","complete_spike",4362,"1-71|German"
"5262","AY687373.1","lcl|AY687373.1_cds_AAV98003.1_1 [protein=spike glycoprotein] [protein_id=AAV98003.1] [location=1..3768] [gbkey=CDS]","304858","Betacoronavirus","SARS coronavirus A022","2005/07/08","complete_spike",3768,"raccoon dogs"
"5263","AY686863.1","lcl|AY686863.1_cds_AAV91631.1_2 [protein=spike glycoprotein] [protein_id=AAV91631.1] [location=21441..25208] [gbkey=CDS]","304858","Betacoronavirus","SARS coronavirus A022","2005/07/08","whole_genome",3768,"palm civet"
"5264","AY687354.1","lcl|AY687354.1_cds_AAV97984.1_1 [protein=spike glycoprotein] [protein_id=AAV97984.1] [location=1..3768] [gbkey=CDS]","305401","Betacoronavirus","SARS coronavirus A001","2005/07/08","complete_spike",3768,"palm civets"
"5265","AY687355.1","lcl|AY687355.1_cds_AAV97985.1_1 [protein=spike glycoprotein] [protein_id=AAV97985.1] [location=1..3768] [gbkey=CDS]","305402","Betacoronavirus","SARS coronavirus A013","2005/07/08","complete_spike",3768,"palm civets"
"5266","AY687356.1","lcl|AY687356.1_cds_AAV97986.1_1 [protein=spike glycoprotein] [protein_id=AAV97986.1] [location=1..3768] [gbkey=CDS]","305403","Betacoronavirus","SARS coronavirus A021","2005/07/08","complete_spike",3768,"palm civets"
"5267","AY687357.1","lcl|AY687357.1_cds_AAV97987.1_1 [protein=spike glycoprotein] [protein_id=AAV97987.1] [location=1..3768] [gbkey=CDS]","305404","Betacoronavirus","SARS coronavirus A030","2005/07/08","complete_spike",3768,"raccoon dogs"
"5268","AY687358.1","lcl|AY687358.1_cds_AAV97988.1_1 [protein=spike glycoprotein] [protein_id=AAV97988.1] [location=1..3768] [gbkey=CDS]","305405","Betacoronavirus","SARS coronavirus A031","2005/07/08","complete_spike",3768,"raccoon dogs"
"5269","AY687359.1","lcl|AY687359.1_cds_AAV97989.1_1 [protein=spike glycoprotein] [protein_id=AAV97989.1] [location=1..3768] [gbkey=CDS]","305406","Betacoronavirus","SARS coronavirus B012","2005/07/08","complete_spike",3768,"palm civets"
"5270","AY687360.1","lcl|AY687360.1_cds_AAV97990.1_1 [protein=spike glycoprotein] [protein_id=AAV97990.1] [location=1..3768] [gbkey=CDS]","305407","Betacoronavirus","SARS coronavirus B024","2005/07/08","complete_spike",3768,"palm civets"
"5271","AY687361.1","lcl|AY687361.1_cds_AAV97991.1_1 [protein=spike glycoprotein] [protein_id=AAV97991.1] [location=1..3768] [gbkey=CDS]","305408","Betacoronavirus","SARS coronavirus B029","2005/07/08","complete_spike",3768,"palm civets"
"5272","AY687362.1","lcl|AY687362.1_cds_AAV97992.1_1 [protein=spike glycoprotein] [protein_id=AAV97992.1] [location=1..3768] [gbkey=CDS]","305409","Betacoronavirus","SARS coronavirus B033","2005/07/08","complete_spike",3768,"palm civets"
"5273","AY687364.1","lcl|AY687364.1_cds_AAV97994.1_1 [protein=spike glycoprotein] [protein_id=AAV97994.1] [location=1..3768] [gbkey=CDS]","305410","Betacoronavirus","SARS coronavirus B040","2005/07/08","complete_spike",3768,"palm civets"
"5274","AY687365.1","lcl|AY687365.1_cds_AAV97995.1_1 [protein=spike glycoprotein] [protein_id=AAV97995.1] [location=1..3768] [gbkey=CDS]","305411","Betacoronavirus","SARS coronavirus C013","2005/07/08","complete_spike",3768,"palm civets"
"5275","AY687366.1","lcl|AY687366.1_cds_AAV97996.1_1 [protein=spike glycoprotein] [protein_id=AAV97996.1] [location=1..3768] [gbkey=CDS]","305412","Betacoronavirus","SARS coronavirus C014","2005/07/08","complete_spike",3768,"palm civets"
"5276","AY687367.1","lcl|AY687367.1_cds_AAV97997.1_1 [protein=spike glycoprotein] [protein_id=AAV97997.1] [location=1..3768] [gbkey=CDS]","305413","Betacoronavirus","SARS coronavirus C017","2005/07/08","complete_spike",3768,"palm civets"
"5277","AY687368.1","lcl|AY687368.1_cds_AAV97998.1_1 [protein=spike glycoprotein] [protein_id=AAV97998.1] [location=1..3768] [gbkey=CDS]","305414","Betacoronavirus","SARS coronavirus C018","2005/07/08","complete_spike",3768,"palm civets"
